ZnO-LDAU_10.00_10.00.out 8.0193 12.1460 4.1267
ZnO-LDAU_10.00_10.50.out 7.9424 12.1979 4.2555
ZnO-LDAU_10.00_11.00.out 7.8657 12.2486 4.3829
ZnO-LDAU_10.00_11.50.out 7.7894 12.2984 4.509
ZnO-LDAU_10.00_12.00.out 7.7135 12.3471 4.6336
ZnO-LDAU_10.00_4.00.out 8.9272 11.4220 2.4948
ZnO-LDAU_10.00_4.50.out 8.8547 11.4901 2.6354
ZnO-LDAU_10.00_5.00.out 8.7816 11.5571 2.7755
ZnO-LDAU_10.00_5.50.out 8.7076 11.6225 2.9149
ZnO-LDAU_10.00_6.00.out 8.6327 11.6860 3.0533
ZnO-LDAU_10.00_6.50.out 8.5572 11.7482 3.191
ZnO-LDAU_10.00_7.00.out 8.4811 11.8090 3.3279
ZnO-LDAU_10.00_7.50.out 8.4046 11.8684 3.4638
ZnO-LDAU_10.00_8.00.out 8.3278 11.9264 3.5986
ZnO-LDAU_10.00_8.50.out 8.2507 11.9832 3.7325
ZnO-LDAU_10.00_9.00.out 8.1736 12.0386 3.865
ZnO-LDAU_10.00_9.50.out 8.0964 12.0929 3.9965
ZnO-LDAU_10.50_10.00.out 7.9752 12.1391 4.1639
ZnO-LDAU_10.50_10.50.out 7.8965 12.1910 4.2945
ZnO-LDAU_10.50_11.00.out 7.8180 12.2418 4.4238
ZnO-LDAU_10.50_11.50.out 7.7399 12.2915 4.5516
ZnO-LDAU_10.50_12.00.out 7.6621 12.3403 4.6782
ZnO-LDAU_10.50_4.00.out 8.8996 11.4147 2.5151
ZnO-LDAU_10.50_4.50.out 8.8264 11.4833 2.6569
ZnO-LDAU_10.50_5.00.out 8.7521 11.5502 2.7981
ZnO-LDAU_10.50_5.50.out 8.6769 11.6155 2.9386
ZnO-LDAU_10.50_6.00.out 8.6008 11.6792 3.0784
ZnO-LDAU_10.50_6.50.out 8.5239 11.7414 3.2175
ZnO-LDAU_10.50_7.00.out 8.4465 11.8022 3.3557
ZnO-LDAU_10.50_7.50.out 8.3685 11.8616 3.4931
ZnO-LDAU_10.50_8.00.out 8.2902 11.9195 3.6293
ZnO-LDAU_10.50_8.50.out 8.2116 11.9763 3.7647
ZnO-LDAU_10.50_9.00.out 8.1329 12.0318 3.8989
ZnO-LDAU_10.50_9.50.out 8.0540 12.0860 4.032
ZnO-LDAU_11.00_10.00.out 7.9330 12.1323 4.1993
ZnO-LDAU_11.00_10.50.out 7.8527 12.1843 4.3316
ZnO-LDAU_11.00_11.00.out 7.7724 12.2350 4.4626
ZnO-LDAU_11.00_11.50.out 7.6924 12.2848 4.5924
ZnO-LDAU_11.00_12.00.out 7.6128 12.3335 4.7207
ZnO-LDAU_11.00_4.00.out 8.8736 11.4080 2.5344
ZnO-LDAU_11.00_4.50.out 8.7993 11.4767 2.6774
ZnO-LDAU_11.00_5.00.out 8.7239 11.5435 2.8196
ZnO-LDAU_11.00_5.50.out 8.6475 11.6089 2.9614
ZnO-LDAU_11.00_6.00.out 8.5702 11.6726 3.1024
ZnO-LDAU_11.00_6.50.out 8.4921 11.7347 3.2426
ZnO-LDAU_11.00_7.00.out 8.4133 11.7955 3.3822
ZnO-LDAU_11.00_7.50.out 8.3340 11.8549 3.5209
ZnO-LDAU_11.00_8.00.out 8.2542 11.9128 3.6586
ZnO-LDAU_11.00_8.50.out 8.1741 11.9695 3.7954
ZnO-LDAU_11.00_9.00.out 8.0939 12.0250 3.9311
ZnO-LDAU_11.00_9.50.out 8.0134 12.0792 4.0658
ZnO-LDAU_11.50_10.00.out 7.8926 12.1257 4.2331
ZnO-LDAU_11.50_10.50.out 7.8106 12.1776 4.367
ZnO-LDAU_11.50_11.00.out 7.7287 12.2284 4.4997
ZnO-LDAU_11.50_11.50.out 7.6470 12.2781 4.6311
ZnO-LDAU_11.50_12.00.out 7.5656 12.3268 4.7612
ZnO-LDAU_11.50_4.00.out 8.8487 11.4016 2.5529
ZnO-LDAU_11.50_4.50.out 8.7734 11.4701 2.6967
ZnO-LDAU_11.50_5.00.out 8.6968 11.5370 2.8402
ZnO-LDAU_11.50_5.50.out 8.6193 11.6023 2.983
ZnO-LDAU_11.50_6.00.out 8.5408 11.6660 3.1252
ZnO-LDAU_11.50_6.50.out 8.4615 11.7281 3.2666
ZnO-LDAU_11.50_7.00.out 8.3814 11.7889 3.4075
ZnO-LDAU_11.50_7.50.out 8.3008 11.8483 3.5475
ZnO-LDAU_11.50_8.00.out 8.2197 11.9062 3.6865
ZnO-LDAU_11.50_8.50.out 8.1382 11.9629 3.8247
ZnO-LDAU_11.50_9.00.out 8.0565 12.0184 3.9619
ZnO-LDAU_11.50_9.50.out 7.9745 12.0726 4.0981
ZnO-LDAU_12.00_10.00.out 7.8538 12.1192 4.2654
ZnO-LDAU_12.00_10.50.out 7.7703 12.1711 4.4008
ZnO-LDAU_12.00_11.00.out 7.6868 12.2219 4.5351
ZnO-LDAU_12.00_11.50.out 7.6034 12.2716 4.6682
ZnO-LDAU_12.00_12.00.out 7.5203 12.3203 4.8
ZnO-LDAU_12.00_4.00.out 8.8248 11.3952 2.5704
ZnO-LDAU_12.00_4.50.out 8.7484 11.4637 2.7153
ZnO-LDAU_12.00_5.00.out 8.6708 11.5306 2.8598
ZnO-LDAU_12.00_5.50.out 8.5923 11.5959 3.0036
ZnO-LDAU_12.00_6.00.out 8.5126 11.6595 3.1469
ZnO-LDAU_12.00_6.50.out 8.4321 11.7217 3.2896
ZnO-LDAU_12.00_7.00.out 8.3509 11.7824 3.4315
ZnO-LDAU_12.00_7.50.out 8.2690 11.8418 3.5728
ZnO-LDAU_12.00_8.00.out 8.1866 11.8998 3.7132
ZnO-LDAU_12.00_8.50.out 8.1038 11.9565 3.8527
ZnO-LDAU_12.00_9.00.out 8.0207 12.0120 3.9913
ZnO-LDAU_12.00_9.50.out 7.9373 12.0661 4.1288
ZnO-LDAU_4.00_10.00.out 8.7384 12.2409 3.5025
ZnO-LDAU_4.00_10.50.out 8.6888 12.2929 3.6041
ZnO-LDAU_4.00_11.00.out 8.6400 12.3438 3.7038
ZnO-LDAU_4.00_11.50.out 8.5920 12.3935 3.8015
ZnO-LDAU_4.00_12.00.out 8.5445 12.4418 3.8973
ZnO-LDAU_4.00_4.00.out 9.3691 11.5153 2.1462
ZnO-LDAU_4.00_4.50.out 9.3162 11.5840 2.2678
ZnO-LDAU_4.00_5.00.out 9.2629 11.6510 2.3881
ZnO-LDAU_4.00_5.50.out 9.2094 11.7163 2.5069
ZnO-LDAU_4.00_6.00.out 9.1558 11.7801 2.6243
ZnO-LDAU_4.00_6.50.out 9.1018 11.8416 2.7398
ZnO-LDAU_4.00_7.00.out 9.0490 11.9033 2.8543
ZnO-LDAU_4.00_7.50.out 8.9959 11.9628 2.9669
ZnO-LDAU_4.00_8.00.out 8.9432 12.0209 3.0777
ZnO-LDAU_4.00_8.50.out 8.8909 12.0776 3.1867
ZnO-LDAU_4.00_9.00.out 8.8399 12.1336 3.2937
ZnO-LDAU_4.00_9.50.out 8.7889 12.1879 3.399
ZnO-LDAU_4.50_10.00.out 8.6616 12.2317 3.5701
ZnO-LDAU_4.50_10.50.out 8.6098 12.2840 3.6742
ZnO-LDAU_4.50_11.00.out 8.5583 12.3348 3.7765
ZnO-LDAU_4.50_11.50.out 8.5076 12.3845 3.8769
ZnO-LDAU_4.50_12.00.out 8.4578 12.4332 3.9754
ZnO-LDAU_4.50_4.00.out 9.3217 11.5065 2.1848
ZnO-LDAU_4.50_4.50.out 9.2667 11.5752 2.3085
ZnO-LDAU_4.50_5.00.out 9.2120 11.6428 2.4308
ZnO-LDAU_4.50_5.50.out 9.1556 11.7075 2.5519
ZnO-LDAU_4.50_6.00.out 9.0985 11.7696 2.6711
ZnO-LDAU_4.50_6.50.out 9.0439 11.8336 2.7897
ZnO-LDAU_4.50_7.00.out 8.9882 11.8944 2.9062
ZnO-LDAU_4.50_7.50.out 8.9327 11.9539 3.0212
ZnO-LDAU_4.50_8.00.out 8.8775 12.0120 3.1345
ZnO-LDAU_4.50_8.50.out 8.8227 12.0688 3.2461
ZnO-LDAU_4.50_9.00.out 8.7684 12.1243 3.3559
ZnO-LDAU_4.50_9.50.out 8.7147 12.1786 3.4639
ZnO-LDAU_5.00_10.00.out 8.5889 12.2230 3.6341
ZnO-LDAU_5.00_10.50.out 8.5340 12.2750 3.741
ZnO-LDAU_5.00_11.00.out 8.4798 12.3258 3.846
ZnO-LDAU_5.00_11.50.out 8.4265 12.3756 3.9491
ZnO-LDAU_5.00_12.00.out 8.3743 12.4245 4.0502
ZnO-LDAU_5.00_4.00.out 9.2766 11.4980 2.2214
ZnO-LDAU_5.00_4.50.out 9.2197 11.5667 2.347
ZnO-LDAU_5.00_5.00.out 9.1623 11.6336 2.4713
ZnO-LDAU_5.00_5.50.out 9.1044 11.6989 2.5945
ZnO-LDAU_5.00_6.00.out 9.0464 11.7627 2.7163
